,from,to,date_x,date_y,new_id_x,new_id_y
2345,201035,111051,2002-01-07,2000-01-28,5503,199
2346,201132,111051,2002-01-15,2000-01-28,5586,199
2347,202097,111051,2002-02-11,2000-01-28,5795,199
2348,202201,111062,2002-02-21,2000-01-28,5893,201
2349,202152,111068,2002-02-15,2000-01-28,5846,202
2350,203070,111068,2002-03-07,2000-01-28,5962,202
2351,202064,111097,2002-02-07,2000-01-28,5763,203
2352,203034,111063,2002-03-05,2000-01-31,5932,204
2353,112185,111064,2001-12-13,2000-01-31,5412,205
2354,112220,111064,2001-12-17,2000-01-31,5439,205
2355,6159,2002,2000-06-14,2000-02-01,1271,206
2356,108137,2002,2001-08-16,2000-02-01,4545,206
2357,103104,2003,2001-03-10,2000-02-01,3252,207
2358,3263,2004,2000-03-27,2000-02-01,684,208
2359,6047,2004,2000-06-05,2000-02-01,1179,208
2360,7243,2004,2000-07-21,2000-02-01,1556,208
2361,9072,2004,2000-09-06,2000-02-01,1848,208
2362,11059,2004,2000-11-03,2000-02-01,2306,208
2363,11257,2004,2000-11-21,2000-02-01,2484,208
2364,12179,2004,2000-12-14,2000-02-01,2681,208
2365,102133,2004,2001-02-12,2000-02-01,3087,208
2366,104200,2004,2001-04-20,2000-02-01,3566,208
2367,3033,2006,2000-03-04,2000-02-01,485,209
2368,112038,2006,2000-02-05,2000-02-01,262,209
2369,2242,2007,2000-02-23,2000-02-01,439,210
2370,4017,2007,2000-04-04,2000-02-01,734,210
2371,4019,2007,2000-04-04,2000-02-01,736,210
2372,4032,2007,2000-04-04,2000-02-01,747,210
2373,101017,2007,2001-01-02,2000-02-01,2776,210
2374,106257,2007,2001-06-22,2000-02-01,4146,210
2375,109002,2007,2001-09-01,2000-02-01,4638,210
2376,109052,2007,2001-09-06,2000-02-01,4682,210
2377,7036,2008,2000-07-04,2000-02-01,1384,211
2378,9171,2008,2000-09-14,2000-02-01,1930,211
2379,11191,2008,2000-11-15,2000-02-01,2425,211
2380,12026,2008,2000-12-04,2000-02-01,2539,211
2381,5136,2008,2000-05-15,2000-02-01,1004,211
2382,10104,2008,2000-10-11,2000-02-01,2095,211
2383,10248,2008,2000-10-21,2000-02-01,2217,211
2384,11112,2008,2000-11-08,2000-02-01,2353,211
2385,201226,2008,2002-01-23,2000-02-01,5667,211
2386,102168,2009,2001-02-14,2000-02-01,3117,212
2387,5117,2009,2000-05-12,2000-02-01,989,212
2388,7170,2009,2000-07-17,2000-02-01,1497,212
2389,3285,2009,2000-03-29,2000-02-01,705,212
2390,6137,2009,2000-06-13,2000-02-01,1250,212
2391,103003,2009,2001-03-01,2000-02-01,3158,212
2392,104050,2009,2001-04-04,2000-02-01,3435,212
2393,107168,2009,2001-07-16,2000-02-01,4331,212
2394,110106,2009,2001-10-08,2000-02-01,4924,212
2395,112116,2009,2001-12-07,2000-02-01,5353,212
2396,201031,2009,2002-01-07,2000-02-01,5499,212
2397,201183,2009,2002-01-19,2000-02-01,5629,212
2398,101017,2010,2001-01-02,2000-02-01,2776,213
2399,109109,2010,2001-09-13,2000-02-01,4732,213
2400,201094,2010,2002-01-11,2000-02-01,5552,213
2401,201244,2011,2002-01-25,2000-02-01,5683,214
2402,10015,2011,2000-10-03,2000-02-01,2020,214
2403,3131,2011,2000-03-14,2000-02-01,567,214
2404,3200,2011,2000-03-21,2000-02-01,627,214
2405,8125,2011,2000-08-12,2000-02-01,1679,214
2406,11247,2011,2000-11-20,2000-02-01,2475,214
2407,105090,2011,2001-05-10,2000-02-01,3703,214
2408,107057,2011,2001-07-05,2000-02-01,4227,214
2409,110036,2012,2001-10-02,2000-02-01,4861,215
2410,2102,2012,2000-02-09,2000-02-01,301,215
2411,102031,2012,2001-02-05,2000-02-01,3004,215
2412,106094,2013,2001-06-08,2000-02-01,4000,216
2413,102124,2015,2001-02-10,2000-02-01,3079,217
2414,104267,2015,2001-04-25,2000-02-01,3625,217
2415,202185,2015,2002-02-19,2000-02-01,5877,217
2416,12145,2016,2000-12-13,2000-02-01,2648,218
2417,8027,2016,2000-08-03,2000-02-01,1590,218
2418,104045,2016,2001-04-04,2000-02-01,3430,218
2419,3187,2016,2000-03-20,2000-02-01,614,218
2420,110173,2016,2001-10-12,2000-02-01,4979,218
2421,112043,2016,2001-12-04,2000-02-01,5306,218
2422,9189,2016,2000-09-15,2000-02-01,1946,218
2423,102063,2016,2001-02-06,2000-02-01,3026,218
2424,3131,2016,2000-03-14,2000-02-01,567,218
2425,3200,2016,2000-03-21,2000-02-01,627,218
2426,101126,2016,2001-01-12,2000-02-01,2874,218
2427,106218,2016,2001-06-19,2000-02-01,4113,218
2428,9101,2016,2000-09-08,2000-02-01,1867,218
2429,11094,2016,2000-11-07,2000-02-01,2335,218
2430,7170,2016,2000-07-17,2000-02-01,1497,218
2431,2029,2016,2000-02-02,2000-02-01,231,218
2432,3019,2016,2000-03-03,2000-02-01,474,218
2433,3208,2016,2000-03-21,2000-02-01,633,218
2434,3280,2016,2000-03-29,2000-02-01,700,218
2435,5145,2016,2000-05-15,2000-02-01,1011,218
2436,9221,2016,2000-09-19,2000-02-01,1976,218
2437,10046,2016,2000-10-05,2000-02-01,2045,218
2438,10143,2016,2000-10-13,2000-02-01,2128,218
2439,11172,2016,2000-11-14,2000-02-01,2408,218
2440,102157,2016,2001-02-13,2000-02-01,3106,218
2441,10292,2016,2000-10-25,2000-02-01,2252,218
2442,11066,2016,2000-11-05,2000-02-01,2311,218
2443,11178,2016,2000-11-14,2000-02-01,2414,218
2444,101071,2016,2001-01-09,2000-02-01,2825,218
2445,12184,2016,2000-12-15,2000-02-01,2686,218
2446,12247,2016,2000-12-19,2000-02-01,2742,218
2447,102151,2016,2001-02-13,2000-02-01,3101,218
2448,103079,2016,2001-03-07,2000-02-01,3228,218
2449,103224,2016,2001-03-20,2000-02-01,3357,218
2450,103261,2016,2001-03-23,2000-02-01,3388,218
2451,105138,2016,2001-05-15,2000-02-01,3750,218
2452,105292,2016,2001-05-28,2000-02-01,3888,218
2453,106178,2016,2001-06-15,2000-02-01,4074,218
2454,107087,2016,2001-07-09,2000-02-01,4255,218
2455,107155,2016,2001-07-13,2000-02-01,4318,218
2456,108123,2016,2001-08-15,2000-02-01,4532,218
2457,108198,2016,2001-08-23,2000-02-01,4597,218
2458,110172,2016,2001-10-12,2000-02-01,4978,218
2459,112114,2016,2001-12-07,2000-02-01,5351,218
2460,201033,2016,2002-01-07,2000-02-01,5501,218
2461,201140,2016,2002-01-15,2000-02-01,5594,218
2462,203102,2016,2002-03-11,2000-02-01,5988,218
2463,201210,112002,2002-01-22,2000-02-01,5654,219
2464,112223,112002,2001-12-17,2000-02-01,5442,219
2465,201004,112002,2002-01-02,2000-02-01,5476,219
2466,201128,112002,2002-01-15,2000-02-01,5584,219
2467,112152,112002,2001-12-11,2000-02-01,5385,219
2468,112253,112002,2001-12-19,2000-02-01,5463,219
2469,203049,112002,2002-03-05,2000-02-01,5945,219
2470,201155,112005,2002-01-17,2000-02-01,5606,220
2471,2098,2019,2000-02-09,2000-02-02,297,221
2472,201050,2019,2002-01-08,2000-02-02,5517,221
2473,4085,2020,2000-04-09,2000-02-02,790,222
2474,105311,2020,2001-05-29,2000-02-02,3906,222
2475,5204,2020,2000-05-20,2000-02-02,1065,222
2476,10017,2020,2000-10-03,2000-02-02,2022,222
2477,10221,2020,2000-10-19,2000-02-02,2195,222
2478,11095,2020,2000-11-07,2000-02-02,2336,222
2479,4104,2020,2000-04-11,2000-02-02,807,222
2480,2090,2020,2000-02-08,2000-02-02,289,222
2481,3231,2020,2000-03-23,2000-02-02,654,222
2482,6056,2020,2000-06-06,2000-02-02,1186,222
2483,10026,2020,2000-10-04,2000-02-02,2029,222
2484,5101,2020,2000-05-11,2000-02-02,974,222
2485,10006,2020,2000-10-02,2000-02-02,2012,222
2486,9082,2020,2000-09-07,2000-02-02,1852,222
2487,106281,2020,2001-06-26,2000-02-02,4170,222
2488,103060,2021,2001-03-06,2000-02-02,3209,223
2489,110088,2021,2001-10-05,2000-02-02,4906,223
2490,7023,2021,2000-07-04,2000-02-02,1372,223
2491,108198,2021,2001-08-23,2000-02-02,4597,223
2492,5241,2021,2000-05-24,2000-02-02,1097,223
2493,103262,2021,2001-03-24,2000-02-02,3389,223
2494,104210,2021,2001-04-21,2000-02-02,3576,223
2495,105094,2022,2001-05-10,2000-02-02,3707,224
2496,6031,2022,2000-06-02,2000-02-02,1164,224
2497,6080,2022,2000-06-08,2000-02-02,1207,224
2498,8159,2022,2000-08-16,2000-02-02,1709,224
2499,112193,2023,2001-12-14,2000-02-02,5419,225
2500,201175,2023,2002-01-18,2000-02-02,5621,225
2501,107115,2023,2001-07-10,2000-02-02,4281,225
2502,103170,2023,2001-03-15,2000-02-02,3308,225
2503,7145,2023,2000-07-13,2000-02-02,1477,225
2504,106234,2023,2001-06-21,2000-02-02,4124,225
2505,105229,2023,2001-05-22,2000-02-02,3833,225
2506,3131,2023,2000-03-14,2000-02-02,567,225
2507,3200,2023,2000-03-21,2000-02-02,627,225
2508,102018,2023,2001-02-02,2000-02-02,2988,225
2509,112084,2023,2001-12-05,2000-02-02,5329,225
2510,8038,2023,2000-08-03,2000-02-02,1601,225
2511,5090,2023,2000-05-10,2000-02-02,964,225
2512,7175,2023,2000-07-17,2000-02-02,1502,225
2513,9030,2023,2000-09-04,2000-02-02,1812,225
2514,10293,2023,2000-10-25,2000-02-02,2253,225
2515,12046,2023,2000-12-05,2000-02-02,2557,225
2516,12164,2023,2000-12-14,2000-02-02,2666,225
2517,102197,2023,2001-02-15,2000-02-02,3145,225
2518,103213,2023,2001-03-20,2000-02-02,3346,225
2519,104043,2023,2001-04-04,2000-02-02,3428,225
2520,104054,2023,2001-04-04,2000-02-02,3438,225
2521,106269,2023,2001-06-25,2000-02-02,4158,225
2522,105242,2023,2001-05-23,2000-02-02,3844,225
2523,106194,2023,2001-06-18,2000-02-02,4090,225
2524,108100,2023,2001-08-10,2000-02-02,4510,225
2525,111151,2023,2001-11-12,2000-02-02,5182,225
2526,201010,2023,2002-01-03,2000-02-02,5481,225
2527,109067,2024,2001-09-08,2000-02-02,4695,226
2528,103088,2024,2001-03-08,2000-02-02,3237,226
2529,2154,2025,2000-02-14,2000-02-02,354,227
2530,2170,2025,2000-02-16,2000-02-02,371,227
2531,5182,2025,2000-05-18,2000-02-02,1045,227
2532,10137,2025,2000-10-13,2000-02-02,2122,227
2533,9223,2026,2000-09-19,2000-02-02,1978,228
2534,11163,2026,2000-11-13,2000-02-02,2401,228
2535,105064,2026,2001-05-07,2000-02-02,3681,228
2536,103170,2027,2001-03-15,2000-02-02,3308,229
2537,103099,2027,2001-03-09,2000-02-02,3248,229
2538,108043,2027,2001-08-04,2000-02-02,4461,229
2539,102018,2027,2001-02-02,2000-02-02,2988,229
2540,201221,2027,2002-01-23,2000-02-02,5662,229
2541,5090,2027,2000-05-10,2000-02-02,964,229
2542,7175,2027,2000-07-17,2000-02-02,1502,229
2543,5074,2027,2000-05-09,2000-02-02,950,229
2544,5091,2027,2000-05-10,2000-02-02,965,229
2545,10110,2027,2000-10-11,2000-02-02,2101,229
2546,11220,2027,2000-11-17,2000-02-02,2450,229
2547,12007,2027,2000-12-01,2000-02-02,2521,229
2548,103183,2027,2001-03-16,2000-02-02,3319,229
2549,104173,2027,2001-04-18,2000-02-02,3543,229
2550,104199,2027,2001-04-20,2000-02-02,3565,229
2551,108152,2027,2001-08-19,2000-02-02,4557,229
2552,109092,2028,2001-09-11,2000-02-02,4716,230
2553,4111,2028,2000-04-12,2000-02-02,812,230
2554,4148,2028,2000-04-15,2000-02-02,843,230
2555,3041,2028,2000-03-06,2000-02-02,492,230
2556,103162,2028,2001-03-14,2000-02-02,3300,230
2557,110142,2028,2001-10-10,2000-02-02,4955,230
2558,2056,2028,2000-02-04,2000-02-02,256,230
2559,2099,2028,2000-02-09,2000-02-02,298,230
2560,3042,2028,2000-03-06,2000-02-02,493,230
2561,3103,2028,2000-03-10,2000-02-02,543,230
2562,3106,2028,2000-03-10,2000-02-02,544,230
2563,3286,2028,2000-03-29,2000-02-02,706,230
2564,4063,2028,2000-04-07,2000-02-02,769,230
2565,6066,2028,2000-06-07,2000-02-02,1195,230
2566,105049,2028,2001-05-05,2000-02-02,3666,230
2567,109127,2028,2001-09-14,2000-02-02,4749,230
2568,110192,2028,2001-10-15,2000-02-02,4996,230
2569,7225,2029,2000-07-20,2000-02-02,1541,231
2570,8029,2029,2000-08-03,2000-02-02,1592,231
2571,7048,2030,2000-07-05,2000-02-02,1395,232
2572,8109,2030,2000-08-11,2000-02-02,1667,232
2573,112044,2030,2000-02-17,2000-02-02,392,232
2574,8155,2031,2000-08-15,2000-02-02,1707,233
2575,9242,2032,2000-09-20,2000-02-03,1996,234
2576,8151,2033,2000-08-15,2000-02-03,1705,235
2577,4206,2033,2000-04-21,2000-02-03,891,235
2578,109038,2033,2001-09-05,2000-02-03,4668,235
2579,8193,2033,2000-08-18,2000-02-03,1736,235
2580,5280,2034,2000-05-28,2000-02-03,1129,236
2581,9041,2034,2000-09-04,2000-02-03,1819,236
2582,10228,2034,2000-10-19,2000-02-03,2201,236
2583,10059,2034,2000-10-06,2000-02-03,2056,236
2584,202188,2034,2002-02-20,2000-02-03,5880,236
2585,202167,2034,2002-02-16,2000-02-03,5857,236
2586,203006,2034,2002-03-01,2000-02-03,5908,236
2587,8123,2034,2000-08-12,2000-02-03,1677,236
2588,103195,2034,2001-03-18,2000-02-03,3329,236
2589,2254,2034,2000-02-24,2000-02-03,448,236
2590,5083,2034,2000-05-09,2000-02-03,958,236
2591,6170,2034,2000-06-15,2000-02-03,1280,236
2592,7128,2034,2000-07-13,2000-02-03,1460,236
2593,10095,2034,2000-10-10,2000-02-03,2086,236
2594,10100,2034,2000-10-10,2000-02-03,2091,236
2595,101110,2034,2001-01-11,2000-02-03,2859,236
2596,101157,2034,2001-01-15,2000-02-03,2902,236
2597,101191,2034,2001-01-17,2000-02-03,2931,236
2598,102011,2034,2001-02-02,2000-02-03,2981,236
2599,102027,2034,2001-02-02,2000-02-03,2995,236
2600,102037,2034,2001-02-04,2000-02-03,3003,236
2601,107020,2034,2001-07-03,2000-02-03,4192,236
2602,108040,2034,2001-08-03,2000-02-03,4458,236
2603,106230,2034,2001-06-21,2000-02-03,4120,236
2604,108051,2034,2001-08-06,2000-02-03,4467,236
2605,110021,2034,2001-10-01,2000-02-03,4847,236
2606,110026,2034,2001-10-02,2000-02-03,4851,236
2607,110054,2034,2001-10-04,2000-02-03,4875,236
2608,110120,2034,2001-10-09,2000-02-03,4938,236
2609,111191,2034,2001-11-15,2000-02-03,5212,236
2610,112087,2034,2000-02-10,2000-02-03,321,236
2611,112209,2034,2001-12-14,2000-02-03,5432,236
2612,202199,2034,2002-02-21,2000-02-03,5891,236
2613,203070,2035,2002-03-07,2000-02-03,5962,237
2614,4077,2035,2000-04-08,2000-02-03,782,237
2615,3263,2037,2000-03-27,2000-02-03,684,238
2616,5049,2037,2000-05-05,2000-02-03,930,238
2617,6047,2037,2000-06-05,2000-02-03,1179,238
2618,7243,2037,2000-07-21,2000-02-03,1556,238
2619,9072,2037,2000-09-06,2000-02-03,1848,238
2620,10222,2037,2000-10-19,2000-02-03,2196,238
2621,12179,2037,2000-12-14,2000-02-03,2681,238
2622,101135,2037,2001-01-12,2000-02-03,2882,238
2623,104200,2037,2001-04-20,2000-02-03,3566,238
2624,6100,2037,2000-06-10,2000-02-03,1223,238
2625,6224,2037,2000-06-19,2000-02-03,1326,238
2626,7075,2037,2000-07-09,2000-02-03,1421,238
2627,7145,2037,2000-07-13,2000-02-03,1477,238
2628,8194,2037,2000-08-18,2000-02-03,1737,238
2629,9112,2037,2000-09-10,2000-02-03,1876,238
2630,10196,2037,2000-10-18,2000-02-03,2174,238
2631,11101,2037,2000-11-08,2000-02-03,2342,238
2632,104126,2037,2001-04-12,2000-02-03,3500,238
2633,109013,2037,2001-09-03,2000-02-03,4646,238
2634,7158,2037,2000-07-14,2000-02-03,1488,238
2635,102018,2037,2001-02-02,2000-02-03,2988,238
2636,107152,2037,2001-07-13,2000-02-03,4315,238
2637,102122,2037,2001-02-09,2000-02-03,3077,238
2638,102183,2037,2001-02-15,2000-02-03,3131,238
2639,10223,2037,2000-10-19,2000-02-03,2197,238
2640,10269,2037,2000-10-23,2000-02-03,2234,238
2641,11017,2037,2000-11-01,2000-02-03,2269,238
2642,12079,2037,2000-12-07,2000-02-03,2588,238
2643,101114,2037,2001-01-11,2000-02-03,2863,238
2644,102146,2037,2001-02-12,2000-02-03,3097,238
2645,104041,2037,2001-04-04,2000-02-03,3426,238
2646,104147,2037,2001-04-16,2000-02-03,3521,238
2647,105014,2037,2001-05-02,2000-02-03,3637,238
2648,105063,2037,2001-05-07,2000-02-03,3680,238
2649,106262,2037,2001-06-24,2000-02-03,4149,238
2650,107036,2037,2001-07-04,2000-02-03,4206,238
2651,107217,2037,2001-07-19,2000-02-03,4377,238
2652,109069,2037,2001-09-09,2000-02-03,4697,238
2653,109164,2037,2001-09-19,2000-02-03,4783,238
2654,110028,2037,2001-10-02,2000-02-03,4853,238
2655,110071,2037,2001-10-04,2000-02-03,4891,238
2656,110288,2037,2001-10-23,2000-02-03,5080,238
2657,110302,2037,2001-10-23,2000-02-03,5092,238
2658,111086,2037,2001-11-08,2000-02-03,5135,238
2659,10100,2038,2000-10-10,2000-02-03,2091,239
2660,2231,2038,2000-02-22,2000-02-03,427,239
2661,6016,2038,2000-06-01,2000-02-03,1151,239
2662,101101,2038,2001-01-10,2000-02-03,2852,239
2663,201253,2039,2002-01-28,2000-02-03,5692,240
2664,2154,2039,2000-02-14,2000-02-03,354,240
2665,2170,2039,2000-02-16,2000-02-03,371,240
2666,5182,2039,2000-05-18,2000-02-03,1045,240
2667,10137,2039,2000-10-13,2000-02-03,2122,240
2668,11040,2039,2000-11-02,2000-02-03,2289,240
2669,12153,2039,2000-12-13,2000-02-03,2656,240
2670,103230,2039,2001-03-21,2000-02-03,3362,240
2671,2130,2040,2000-02-11,2000-02-03,329,241
2672,5230,2040,2000-05-23,2000-02-03,1088,241
2673,2076,2040,2000-02-07,2000-02-03,276,241
2674,3020,2040,2000-03-03,2000-02-03,475,241
2675,3076,2040,2000-03-09,2000-02-03,524,241
2676,4124,2040,2000-04-13,2000-02-03,824,241
2677,4133,2040,2000-04-14,2000-02-03,831,241
2678,10202,2040,2000-10-18,2000-02-03,2179,241
2679,107025,2040,2001-07-03,2000-02-03,4197,241
2680,201051,2040,2002-01-08,2000-02-03,5518,241
2681,201130,2040,2002-01-14,2000-02-03,5583,241
2682,203032,2040,2002-03-04,2000-02-03,5930,241
2683,112047,2040,2001-12-04,2000-02-03,5308,241
2684,106041,2040,2001-06-04,2000-02-03,3953,241
2685,107233,2040,2001-07-23,2000-02-03,4391,241
2686,106131,2040,2001-06-13,2000-02-03,4032,241
2687,111218,2040,2001-11-17,2000-02-03,5232,241
2688,2121,2040,2000-02-10,2000-02-03,317,241
2689,5001,2040,2000-04-29,2000-02-03,892,241
2690,7029,2040,2000-07-04,2000-02-03,1378,241
2691,7254,2040,2000-07-24,2000-02-03,1565,241
2692,202130,2040,2002-02-14,2000-02-03,5825,241
2693,2059,2041,2000-02-04,2000-02-03,259,242
2694,8017,2041,2000-08-02,2000-02-03,1583,242
2695,10054,2042,2000-10-06,2000-02-03,2052,243
2696,2147,2042,2000-02-14,2000-02-03,347,243
2697,3148,2042,2000-03-15,2000-02-03,583,243
2698,3299,2042,2000-03-30,2000-02-03,718,243
2699,105182,2042,2001-05-17,2000-02-03,3788,243
2700,5127,2042,2000-05-13,2000-02-03,998,243
2701,3174,2042,2000-03-17,2000-02-03,604,243
2702,2121,2042,2000-02-10,2000-02-03,317,243
2703,3002,2042,2000-03-01,2000-02-03,458,243
2704,5116,2042,2000-05-12,2000-02-03,988,243
2705,6134,2042,2000-06-13,2000-02-03,1247,243
2706,3297,2043,2000-03-30,2000-02-03,716,244
2707,4135,2043,2000-04-14,2000-02-03,833,244
2708,105109,2043,2001-05-13,2000-02-03,3722,244
2709,105114,2043,2001-05-14,2000-02-03,3727,244
2710,106250,2043,2001-06-22,2000-02-03,4140,244
2711,107064,2043,2001-07-06,2000-02-03,4234,244
2712,111265,2043,2001-11-21,2000-02-03,5271,244
2713,111270,2043,2001-11-21,2000-02-03,5275,244
2714,111286,2043,2001-11-22,2000-02-03,5288,244
2715,10054,2044,2000-10-06,2000-02-03,2052,245
2716,8241,2044,2000-08-23,2000-02-03,1778,245
2717,11110,2044,2000-11-08,2000-02-03,2351,245
2718,201253,2044,2002-01-28,2000-02-03,5692,245
2719,203101,2044,2002-03-11,2000-02-03,5987,245
2720,5178,2044,2000-05-18,2000-02-03,1041,245
2721,3048,2044,2000-03-06,2000-02-03,498,245
2722,7041,2044,2000-07-05,2000-02-03,1389,245
2723,9051,2044,2000-09-05,2000-02-03,1828,245
2724,10145,2044,2000-10-14,2000-02-03,2130,245
2725,12081,2044,2000-12-07,2000-02-03,2590,245
2726,103147,2044,2001-03-14,2000-02-03,3286,245
2727,107259,2044,2001-07-25,2000-02-03,4416,245
2728,110175,2044,2001-10-13,2000-02-03,4981,245
2729,111110,2044,2001-11-09,2000-02-03,5155,245
2730,112196,2044,2001-12-14,2000-02-03,5422,245
2731,201215,2044,2002-01-23,2000-02-03,5656,245
2732,202083,2044,2002-02-08,2000-02-03,5781,245
2733,9192,2045,2000-09-15,2000-02-03,1949,246
2734,10177,2045,2000-10-16,2000-02-03,2157,246
2735,8080,2046,2000-08-09,2000-02-03,1640,247
2736,3059,2046,2000-03-07,2000-02-03,509,247
2737,7056,2046,2000-07-06,2000-02-03,1403,247
2738,8131,2046,2000-08-14,2000-02-03,1685,247
2739,105244,2046,2001-05-23,2000-02-03,3846,247
2740,110086,2046,2001-10-05,2000-02-03,4904,247
2741,203058,2046,2002-03-06,2000-02-03,5954,247
2742,201090,112011,2002-01-11,2000-02-03,5549,248
2743,112101,112071,2001-12-06,2000-02-03,5343,249
2744,201206,112071,2002-01-22,2000-02-03,5651,249
2745,202168,112071,2002-02-17,2000-02-03,5858,249
2746,3086,2047,2000-03-09,2000-02-04,531,250
2747,11110,2047,2000-11-08,2000-02-04,2351,250
2748,107263,2047,2001-07-25,2000-02-04,4420,250
2749,6054,2047,2000-06-06,2000-02-04,1185,250
2750,6121,2049,2000-06-12,2000-02-04,1243,251
2751,110217,2049,2001-10-16,2000-02-04,5018,251
2752,3081,2050,2000-03-09,2000-02-04,528,252
2753,11276,2050,2000-11-22,2000-02-04,2501,252
2754,103186,2050,2001-03-16,2000-02-04,3322,252
2755,105267,2050,2001-05-25,2000-02-04,3869,252
2756,11194,2050,2000-11-15,2000-02-04,2428,252
2757,106082,2050,2001-06-07,2000-02-04,3991,252
2758,108149,2050,2001-08-18,2000-02-04,4554,252
2759,201104,2050,2002-01-12,2000-02-04,5562,252
2760,202018,2050,2002-02-04,2000-02-04,5725,252
2761,110094,2052,2001-10-05,2000-02-04,4912,253
2762,106083,2053,2001-06-08,2000-02-04,3992,254
2763,3148,2054,2000-03-15,2000-02-04,583,255
2764,7209,2054,2000-07-19,2000-02-04,1528,255
2765,12165,2054,2000-12-14,2000-02-04,2667,255
2766,12221,2054,2000-12-18,2000-02-04,2717,255
2767,2228,2054,2000-02-22,2000-02-04,424,255
2768,3086,2054,2000-03-09,2000-02-04,531,255
2769,7120,2054,2000-07-12,2000-02-04,1452,255
2770,9184,2054,2000-09-15,2000-02-04,1941,255
2771,3236,2054,2000-03-23,2000-02-04,659,255
2772,11167,2054,2000-11-13,2000-02-04,2404,255
2773,12105,2054,2000-12-09,2000-02-04,2611,255
2774,12249,2054,2000-12-19,2000-02-04,2744,255
2775,101007,2054,2000-12-31,2000-02-04,2767,255
2776,101212,2054,2001-01-19,2000-02-04,2950,255
2777,102032,2054,2001-02-03,2000-02-04,2998,255
2778,102145,2054,2001-02-12,2000-02-04,3096,255
2779,103081,2054,2001-03-08,2000-02-04,3230,255
2780,105160,2054,2001-05-16,2000-02-04,3770,255
2781,112136,2054,2001-12-10,2000-02-04,5370,255
2782,10271,2054,2000-10-24,2000-02-04,2235,255
2783,112047,2054,2001-12-04,2000-02-04,5308,255
2784,2244,2054,2000-02-24,2000-02-04,441,255
2785,4068,2054,2000-04-07,2000-02-04,773,255
2786,12158,2054,2000-12-13,2000-02-04,2661,255
2787,105137,2054,2001-05-15,2000-02-04,3749,255
2788,106022,2054,2001-06-01,2000-02-04,3935,255
2789,109092,2056,2001-09-11,2000-02-04,4716,256
2790,4201,2056,2000-04-20,2000-02-04,888,256
2791,5137,2056,2000-05-15,2000-02-04,1005,256
2792,4148,2056,2000-04-15,2000-02-04,843,256
2793,7109,2056,2000-07-12,2000-02-04,1446,256
2794,2099,2056,2000-02-09,2000-02-04,298,256
2795,3042,2056,2000-03-06,2000-02-04,493,256
2796,3103,2056,2000-03-10,2000-02-04,543,256
2797,3286,2056,2000-03-29,2000-02-04,706,256
2798,5172,2056,2000-05-17,2000-02-04,1036,256
2799,10054,2057,2000-10-06,2000-02-04,2052,257
2800,5185,2057,2000-05-18,2000-02-04,1047,257
2801,101212,2057,2001-01-19,2000-02-04,2950,257
2802,2244,2057,2000-02-24,2000-02-04,441,257
2803,4068,2057,2000-04-07,2000-02-04,773,257
2804,103026,2058,2001-03-02,2000-02-04,3179,258
2805,3169,2060,2000-03-16,2000-02-04,600,260
2806,105029,2060,2001-05-03,2000-02-04,3648,260
2807,11224,2062,2000-11-17,2000-02-05,2454,261
2808,107246,2062,2001-07-24,2000-02-05,4403,261
2809,202177,112038,2002-02-19,2000-02-05,5869,262
2810,201141,112038,2002-01-16,2000-02-05,5595,262
2811,7097,2061,2000-07-11,2000-02-06,1436,263
2812,12169,2061,2000-12-14,2000-02-06,2671,263
2813,108178,2061,2001-08-22,2000-02-06,4579,263
2814,10045,2061,2000-10-05,2000-02-06,2044,263
2815,108043,2061,2001-08-04,2000-02-06,4461,263
2816,6122,2061,2000-06-12,2000-02-06,1244,263
2817,9155,2061,2000-09-13,2000-02-06,1915,263
2818,104218,2061,2001-04-23,2000-02-06,3583,263
2819,105205,2061,2001-05-21,2000-02-06,3809,263
2820,2074,2063,2000-02-07,2000-02-06,274,264
2821,10125,2063,2000-10-12,2000-02-06,2113,264
2822,4121,2065,2000-04-13,2000-02-06,821,265
2823,8237,2065,2000-08-22,2000-02-06,1775,265
2824,10094,2065,2000-10-10,2000-02-06,2085,265
2825,103029,2065,2001-03-02,2000-02-06,3181,265
2826,106223,2065,2001-06-20,2000-02-06,4115,265
2827,108077,2065,2001-08-08,2000-02-06,4489,265
2828,111261,2065,2001-11-21,2000-02-06,5268,265
2829,10054,2066,2000-10-06,2000-02-07,2052,267
2830,5115,2066,2000-05-11,2000-02-07,987,267
2831,104056,2066,2001-04-05,2000-02-07,3440,267
2832,2172,2066,2000-02-16,2000-02-07,373,267
2833,7082,2066,2000-07-10,2000-02-07,1425,267
2834,103219,2066,2001-03-20,2000-02-07,3352,267
2835,9156,2066,2000-09-13,2000-02-07,1916,267
2836,2226,2066,2000-02-21,2000-02-07,420,267
2837,3116,2066,2000-03-13,2000-02-07,553,267
2838,7234,2066,2000-07-21,2000-02-07,1548,267
2839,9119,2066,2000-09-11,2000-02-07,1882,267
2840,9198,2066,2000-09-16,2000-02-07,1954,267
2841,9227,2066,2000-09-19,2000-02-07,1982,267
2842,10048,2066,2000-10-06,2000-02-07,2047,267
2843,101088,2066,2001-01-09,2000-02-07,2840,267
2844,103111,2066,2001-03-11,2000-02-07,3258,267
2845,103237,2066,2001-03-22,2000-02-07,3367,267
2846,105258,2066,2001-05-24,2000-02-07,3860,267
